"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate","is_restaurant","data_quality","gm_rating","gm_review_count","gm_address","gm_phone","gm_website","gm_category","ta_rating","ta_review_count","ta_url","ta_ranking","has_wikipedia","wd_entity_type","wd_country","wd_official_website","wd_founded","ig_handle","ig_followers","ig_posts","ig_engagement_rate","ig_bio","fb_handle","fb_page_likes","fb_post_engagement","overall_confidence","scrape_timestamp","has_website","has_phone","has_address","has_instagram","has_facebook","has_tripadvisor","has_wikidata","data_source_count","review_total","ig_bio_mentions_brand","parse_error","error","data_completeness","unified_quality","triage_decision","triage_reason"
"café mabrouk","2","0.0051","4.5","0.5","0.0","0.0","2","0.0034","unstable","87.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""dar el jeld"": 1.0, ""la kasbah"": 1.0, ""la zalagh"": 0.5}","True","partial","4.1","263.0","W766+66P, Chenini, Tunisia","+216 98 282 400","","Restaurant","","","","","False","","","","","cafe_mabrouk","134.0","64.0","0.0","مرحبا بكم","","","","0.5","2026-04-17T01:04:21.474530","False","True","True","True","False","False","False","2","263","False","","","0.6","partial","",""
"dar belhadj","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","43.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de paris"": 0.5, ""la maison de la medina"": 0.5, ""dar el jeld"": 1.0, ""la mammounia"": 0.5, ""la maison de la médina"": 0.5, ""le restaurant el ali"": 0.5, ""le grand vefour"": 0.5, ""le café des nattes"": 0.5}","True","partial","4.3","423.0","Rue du Tamis, Tunis, Tunisia","+216 71 200 894","","['Restaurant']","4.2","165.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d2538080-Reviews-Dar_Belhadj-Tunis_Tunis_Governorate.html","#14 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.9","2026-04-17T01:04:56.184980","False","True","True","False","False","True","False","2","588","False","","","0.7","complete","",""
"dar jdid","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","294.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""sidi mahrez"": 0.5, ""el mouradi"": 0.5, ""chez mokhtar"": 0.5, ""le jardin de carthage"": 0.5, ""la terrasse"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"dar ezzahra","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","894.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison des épices"": 0.5, ""dar essouk"": 0.5, ""la tonnelle"": 0.5, ""le jardin de la medina"": 0.5}","False","partial","4.9","30.0","Plage ezzahra, hammam ghzez hammam Ghzez, Tunisia","+216 23 254 286","https://www.facebook.com/Dar-Ezzahra-106964011025122/","Guest house","","","","","False","","","","","","0.0","0.0","0.0","","people","0.0","0.0","0.5","2026-04-17T00:57:29.894710","True","True","True","False","True","False","False","3","30","False","","","0.7","complete","",""
"dar jellouli","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","679.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""dar el-andalous"": 0.5, ""el bahri"": 0.5, ""dar el jeld"": 0.5, ""la maison de l'artisan"": 0.5, ""café de france"": 0.5}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:55:42.059795","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Dar Jellouli sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le clos des sables","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","968.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin des sens"": 0.5, ""le bistrot de la mer"": 0.5, ""dar el jeld"": 0.5, ""le café de paris"": 0.5, ""al fassia"": 0.5, ""la terrasse"": 0.5, ""le jardin"": 0.5, ""chez ali"": 0.5}","True","partial","3.9","616.0","Marsa, Tunisia","+216 70 938 537","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T00:50:20.601786","False","True","True","False","False","False","False","1","616","False","","","0.5","partial","",""
"la gourmandine","3","0.0077","2.3333","1.2472","0.3333","0.6667","3","0.0034","unstable","907.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""café des arts"": 0.3333, ""le jardin"": 1.0, ""souk el attarine"": 0.3333, ""le jardin de la mer"": 0.3333, ""la maison du pain"": 0.3333, ""le ciel"": 0.3333, ""la perle"": 0.3333, ""le clos"": 0.3333, ""la terrasse"": 0.3333}","True","complete","4.7","18.0","Terminus 635, Tunisia","+216 90 087 238","","Restaurant","","","","","False","","","","","la_gourmandine","9165.0","774.0","0.0","100% fait maison 🥬🍓🥩🍰 Produits locaux & circuit court Vins rares🍷 3 adresses 📍17 Place Victor Hugo🍽 📍62 Rue de Metz🍽 📍6 Rue Rempart Villeneuve 🧑‍🍳","gourmandine4180","3581.0","0.0","0.7","2026-04-17T00:55:05.796914","False","True","True","True","True","False","False","3","18","False","","","0.7","complete","",""
"le café de la gare","2","0.0051","5.5","0.5","0.0","0.0","2","0.0034","unstable","158.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bosphore"": 0.5, ""dar el jem"": 0.5, ""le corsaire"": 0.5, ""le petit château"": 0.5, ""le restaurant de la médina"": 0.5, ""le pirate"": 0.5, ""la maison de la harissa"": 0.5, ""le restaurant el ali"": 0.5, ""le grand café du théâtre"": 0.5, ""le café des nattes"": 0.5}","True","partial","4.0","6.0","CHJF+6C9, Bir Bou Rekba, Tunisia","","","Cafe","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T00:47:37.816370","False","False","True","False","False","False","False","0","6","False","","","0.5","partial","",""
"le bled","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","467.0","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez hedi"": 0.5, ""le jardin"": 0.5, ""le ksar"": 0.5, ""la medina"": 0.5, ""la kasbah"": 0.5, ""le cap"": 0.5, ""la terrasse"": 0.5}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:48:13.929945","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Bled sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le café de la paix","5","0.0051","4.5","0.5","0.0","0.3333","2","0.0034","unstable","104.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des nattes"": 0.5}","True","partial","5.0","4.0","8F25+7C4, Rue Léopold Senghor, Bouficha, Tunisia","","","Coffee shop","","","","","False","","","","","","0.0","0.0","0.0","","","0.0","0.0","0.5","2026-04-17T00:48:50.281672","False","False","True","False","False","False","False","0","4","False","","","0.7","complete","",""
"dar essaffar","3","0.0077","2.6667","1.2472","0.3333","0.6667","2","0.0034","unstable","428.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin"": 0.3333, ""café de paris"": 0.3333, ""chez ali"": 0.3333, ""brik el khadra"": 0.3333, ""café de france"": 0.3333, ""la maison du brik"": 0.3333, ""le jardin de la medina"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le clos de sousse","2","0.0051","4.5","0.5","0.0","0.0","2","0.0034","unstable","920.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""café de paris"": 0.5, ""la marine"": 0.5, ""dar el khemis"": 0.5, ""dar el jeld"": 0.5, ""green garden"": 0.5, ""le jardin de carthage"": 0.5, ""dar kalthoum"": 0.5, ""le jardin de l'atlas"": 0.5, ""le jardin des oliviers"": 0.5, ""la maison de la photographie"": 0.5, ""le soummam"": 0.5, ""la perle"": 0.5}","True","partial","4.8","412.0","RJGP+22, Sousse, Tunisia","+216 97 286 862","http://cafeseles.weebly.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:13:46.246854","True","True","True","False","False","False","False","2","412","False","","","0.5","partial","",""
"dar zaytouna","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","236.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la tonnelle"": 0.5, ""el mouradi"": 1.0, ""la maison des saveurs"": 0.5}","True","partial","4.6","469.0","145 Rue de la Kasbah, Tunis 1006, Tunisia","+216 58 261 026","http://darslah.com/","Tunisian restaurant, Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T00:52:15.822851","True","True","True","False","False","False","False","2","469","False","","","0.5","partial","",""
"chez lamine","2","0.0051","3.5","0.5","0.0","0.5","2","0.0034","unstable","795.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin"": 0.5, ""café des épices"": 0.5, ""la terrasse"": 0.5, ""café de paris"": 0.5, ""dar djerbi"": 0.5, ""la tonnelle"": 0.5, ""le jardin de la medina"": 0.5}","True","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T00:52:52.675126","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Chez Lamine sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"la maison d'orient","2","0.0051","1.5","0.5","0.5","1.0","2","0.0034","unstable","115.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la mer"": 0.5}","True","partial","","","","","","","3.7","85.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d2530855-Reviews-L_Orient-Tunis_Tunis_Governorate.html","#37 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.5","2026-04-17T00:51:38.968063","False","False","False","False","False","True","False","1","85","False","","","0.4","partial","",""
"la mammounia","2","0.0051","2.5","0.5","0.0","1.0","2","0.0034","unstable","44.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de paris"": 0.5, ""la maison de la medina"": 0.5, ""dar el jeld"": 0.5, ""dar belhadj"": 0.5, ""la villa didon"": 0.5, ""le grand café de tunis"": 0.5, ""al fassia"": 0.5, ""le bistro du coin"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"la maison de la méditerranée","4","0.0102","5.25","2.0463","0.0","0.25","2","0.0033","unstable","77.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le grand café de la marsa"": 0.25, ""le bistrot de la marsa"": 0.25, ""le restaurant de la plage"": 0.25, ""la villa bleue"": 0.75, ""le bistro du coin"": 0.25, ""le café des nattes"": 0.25, ""café des nattes"": 0.5, ""dar el fell"": 0.5, ""dar zarrouk"": 0.5, ""café sidi chabaane"": 0.5, ""le pirate"": 0.5, ""le grand bleu"": 0.5, ""le calypso"": 0.25}","True","complete","4.4","847.0","BP 119 Port El Kantaoui 4089 Sousse, Hammam Sousse 4089, Tunisia","+216 27 135 135","http://www.lemediterranee.com.tn/","Restaurant, Mediterranean restaurant","","","https://www.tripadvisor.com/ShowUserReviews-g297943-d316540-r1028072084-Mediterranee_Thalasso_Golf-Hammamet_Nabeul_Governorate.html","","False","","","","","le.mediterranee.restaurant","12826.0","1277.0","0.0","#highgastronomy #restaurant in #sousse","pages","0.0","0.0","0.9","2026-04-17T01:08:41.623999","True","True","True","True","True","True","False","5","847","False","","","0.7","complete","",""
"la table du marché","5","0.0128","4.8","2.8566","0.2","0.4","3","0.0033","unstable","573.4","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""le jardin des sens"": 0.4, ""le bistrot de la mer"": 0.2, ""dar el jeld"": 0.4, ""la maison de la mer"": 0.2, ""chez sami"": 0.2, ""la perle"": 0.2, ""café des arts"": 0.2, ""le souk des épices"": 0.2, ""le jardin"": 0.4, ""la maison"": 0.2, ""le ciel"": 0.2, ""café de paris"": 0.2, ""le trianon"": 0.2, ""la rotonde"": 0.2, ""le café de france"": 0.2, ""chez mokhtar"": 0.2, ""le jardin de la medina"": 0.2, ""sidi mahrez"": 0.2}","","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T13:19:39.425857","False","False","False","False","False","False","False","0","0","False","The DuckDuckGo search results indicate that there is a restaurant called ""La Table de Tunis"" in Marrakech, Morocco, and a ""La Table du Chef"" in Tunis, Tunisia, but no clear information about a ""la table du marché"" restaurant in Tunisia. Based on the information gathered, I was unable to find any de","","0.2","agent2_failed","retry","La Table du Marché sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le jardin de sidi bou said","3","0.0077","3.0","1.4142","0.0","0.6667","3","0.0032","unstable","1097.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""la maison des saveurs"": 0.3333, ""chez mokhtar"": 0.3333, ""café de la poste"": 0.3333, ""dar el jeld"": 0.3333, ""el mouradi"": 0.3333}","True","complete","4.2","65.0","R5Q4+6F3, Tunis, Tunisia","+216 21 663 351","","Restaurant","4.5","170.0","https://www.tripadvisor.com/Restaurant_Review-g187257-d3393250-Reviews-Les_Jardins_du_Sidi_Bou_Said-Toulon_Var_Provence_Alpes_Cote_d_Azur.html","#42 of 590 Restaurants in Toulon","False","","","","","lesjardinsdesidibousaid","2309.0","15.0","0.0","Venez découvrir le restaurant Sidi Bou Said au cœur de ses jardins verdoyants. Spécialités orientales et bar à cocktails.🍹 À très bientot !","LesJardinsDeSidiBouSaid","7656.0","0.0","0.9","2026-04-17T01:11:51.256603","False","True","True","True","True","True","False","4","235","True","","","0.9","complete","",""
"le café de paris","15","0.0077","4.0","1.4142","0.0","0.6667","2","0.0032","unstable","209.7","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""el menzah"": 0.3333, ""la maison arabe"": 0.3333, ""dar el jeld"": 1.0, ""le grand vefour"": 0.6667, ""le jardin des sens"": 0.3333, ""le bistrot de la mer"": 0.3333, ""le clos des sables"": 0.3333, ""al fassia"": 0.3333, ""la terrasse"": 0.3333, ""la villa didon"": 0.3333}","True","complete","4.8","41.0","Residence saphir, Avenue De La Bourse, Tunis, Tunisia","+216 21 819 066","https://www.instagram.com/cafe_paris_lac2?igsh=MTExd2tkbjJ4MHRoag%3D%3D&utm_source=qr","Hookah bar, Coffee shop, Restaurant","","","","","False","","","","","cafe_paris_lac2","41904.0","80.0","0.0","🇫🇷 Le seul café à Tunis inspiré de Paris. Style ambiance et les meilleures chichas de la capitale 💨rendez-vous au Café Paris Lac 2 a coté Via Mercato","","0.0","0.0","0.9","2026-04-17T01:12:35.604400","True","True","True","True","False","False","False","3","41","True","","","0.7","complete","",""
"al bahja","3","0.0077","4.0","1.4142","0.0","0.3333","2","0.0032","unstable","285.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la kasbah"": 0.3333, ""la medina"": 0.3333, ""chez sami"": 0.3333, ""le jardin de sousse"": 0.3333, ""la maison de la mer"": 0.3333, ""la grotte"": 0.3333, ""dar el jeld"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"café des épices","4","0.0102","5.0","2.1602","0.0","0.25","4","0.0032","unstable","760.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin"": 0.75, ""chez sami"": 0.25, ""chez ali"": 0.25, ""le jardin de carthage"": 0.25, ""chez lamine"": 0.25, ""la terrasse"": 0.25, ""la marine"": 0.25}","True","partial","2.8","4401.0","V9C2+2H6, Impasse de la Corniche, Carthage 2026, Tunisia","+216 96 685 409","","Cafe","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:21:15.253314","False","True","True","False","False","False","False","1","4401","False","","","0.5","partial","",""
