"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens"
"P022__llama-large__run_5","P022","dar el jeld","run_5","2.0","75"
"P022__llama-large__run_5","P022","le pirate","run_5","3.0","64"
"P022__llama-large__run_5","P022","la maison arabe","run_5","4.0","59"
"P022__llama-large__run_5","P022","le relais","run_5","5.0","112"
"P023__llama-small__run_1","P023","dar el jeld","run_1","1.0","261"
"P023__llama-small__run_1","P023","la kasbah","run_1","2.0","198"
"P023__llama-small__run_1","P023","café des nattes","run_1","3.0","40"
"P023__llama-small__run_1","P023","le bistrot de l'antiquité","run_1","4.0","61"
"P023__llama-small__run_1","P023","le mokkak","run_1","5.0","48"
"P023__llama-small__run_1","P023","sidi sahbi","run_1","6.0","52"
"P023__llama-small__run_1","P023","café des arts","run_1","7.0","39"
"P023__llama-small__run_1","P023","le bistrot de la mer","run_1","8.0","38"
"P023__llama-small__run_1","P023","dar el fatah","run_1","9.0","40"
"P023__llama-small__run_1","P023","le zaytouna","run_1","10.0","83"
